transaction_id,user_id,agent_id,authorization_id,timestamp,authorized_limit,daily_limit,allowed_categories,usual_category,avg_order_value,normal_velocity,account_age_days,amount,merchant_category,merchant_name,txns_in_last_10min,merchant_seen_before,label,scenario
ec47cd86,U336,AG-98542,AUTH-83647,2026-08-01T04:07:00,10000,15000.0,travel|electronics|grocery,grocery,1993.24,1,259,2476.05,grocery,Nova Enterprises,1,True,0,legitimate
24969d23,U520,AG-98037,AUTH-96170,2026-08-01T04:16:00,10000,30000.0,electronics|grocery|entertainment|utilities,electronics,280.02,1,122,172.56,electronics,Coral Bazaar,1,True,0,legitimate
e470398c,U186,AG-14947,AUTH-96760,2026-08-01T04:19:00,5000,7500.0,entertainment|gift_cards|fashion,entertainment,436.65,2,374,369.37,entertainment,Kavya Solutions,2,True,0,legitimate
b722775b,U210,AG-15938,AUTH-15100,2026-08-01T04:42:00,15000,45000.0,pharmacy|food_delivery|electronics,pharmacy,1075.67,2,170,854.67,pharmacy,Nimbus Stores,1,False,0,legitimate
7f414e58,U299,AG-21233,AUTH-97574,2026-08-01T05:05:00,15000,30000.0,entertainment|grocery,grocery,1183.39,2,382,715.0,grocery,Vega Retail,1,False,0,legitimate
759972fe,U575,AG-80533,AUTH-20636,2026-08-01T05:13:00,2000,6000.0,grocery|entertainment,grocery,735.94,3,836,502.09,grocery,Trust Solutions,1,True,0,legitimate
10f6da58,U448,AG-91690,AUTH-33566,2026-08-01T05:35:00,5000,7500.0,food_delivery|grocery,food_delivery,1484.48,2,495,1955.4,food_delivery,Urban Traders,3,False,0,legitimate
b1833f68,U122,AG-46517,AUTH-19099,2026-08-01T05:49:00,2000,4000.0,entertainment|gift_cards,entertainment,680.78,2,821,752.84,gift_cards,Trust Bazaar,2,True,0,legitimate
546f3f54,U161,AG-25095,AUTH-71385,2026-08-01T05:57:00,10000,20000.0,utilities|electronics|gift_cards|food_delivery,gift_cards,1397.5,2,107,1056.87,gift_cards,Vega Hub,2,True,0,legitimate
4be71be1,U106,AG-60432,AUTH-60019,2026-08-01T06:10:00,10000,15000.0,fashion|entertainment,fashion,1926.09,1,640,2296.22,fashion,Nimbus Traders,1,True,0,legitimate
ab2e937e,U310,AG-88647,AUTH-62965,2026-08-01T06:20:00,10000,20000.0,food_delivery|entertainment|pharmacy|electronics,pharmacy,1655.4,2,706,2468.91,pharmacy,Swift Traders,3,True,0,legitimate
33ebe2cb,U228,AG-24790,AUTH-14222,2026-08-01T06:24:00,15000,45000.0,gift_cards|grocery,gift_cards,2449.45,2,858,2964.11,grocery,Swift Ventures,3,True,0,legitimate
91d6eb40,U535,AG-71228,AUTH-67203,2026-08-01T06:46:00,10000,30000.0,utilities|electronics|fuel,fuel,2487.23,1,148,2854.54,fuel,Bharat Ventures,1,True,0,legitimate
2cc733bb,U361,AG-89098,AUTH-80685,2026-08-01T07:07:00,5000,15000.0,electronics|entertainment,electronics,1773.84,3,877,2189.21,electronics,Nova Hub,3,False,0,legitimate
8845a2b2,U221,AG-60275,AUTH-40870,2026-08-01T07:31:00,5000,7500.0,utilities|pharmacy|fuel|grocery,grocery,1388.12,1,487,932.05,grocery,Coral Retail,1,True,0,legitimate
9f140068,U251,AG-53463,AUTH-66420,2026-08-01T07:38:00,10000,30000.0,pharmacy|food_delivery|fashion|utilities,food_delivery,1695.36,2,138,1075.05,food_delivery,Orion Bazaar,2,False,0,legitimate
9356e03f,U168,AG-57453,AUTH-77271,2026-08-01T07:47:00,5000,15000.0,grocery|electronics|travel,grocery,384.5,2,637,410.95,grocery,Nimbus Hub,1,False,0,legitimate
14e31fa8,U484,AG-40451,AUTH-78107,2026-08-01T07:48:00,2000,4000.0,fashion|electronics|entertainment,electronics,423.08,3,690,346.09,electronics,Prime Retail,1,True,0,legitimate
8dd65310,U510,AG-33182,AUTH-82963,2026-08-01T08:10:00,15000,30000.0,travel|fashion|fuel|utilities,travel,2388.56,1,705,3309.2,travel,Trust Ventures,1,True,0,legitimate
891aa744,U326,AG-96993,AUTH-98643,2026-08-01T08:31:00,2000,3000.0,fuel|grocery|gift_cards,gift_cards,717.54,3,686,1046.39,fuel,Urban Stores,5,False,0,legitimate
21270418,U188,AG-82684,AUTH-23446,2026-08-01T08:50:00,15000,22500.0,pharmacy|entertainment|fashion,entertainment,1978.59,3,758,1607.96,pharmacy,Bharat Ventures,3,True,0,legitimate
a3b4378d,U259,AG-32047,AUTH-69942,2026-08-01T08:56:00,15000,30000.0,entertainment|utilities|pharmacy|gift_cards,utilities,344.28,1,609,261.24,utilities,Kavya Hub,1,True,0,legitimate
61164064,U203,AG-20336,AUTH-42847,2026-08-01T09:05:00,5000,7500.0,fashion|grocery|food_delivery,food_delivery,433.08,1,231,630.53,food_delivery,Metro Solutions,1,True,0,legitimate
bcc450cf,U185,AG-12389,AUTH-57526,2026-08-01T09:21:00,15000,22500.0,food_delivery|travel|utilities|fuel,utilities,2060.98,3,346,2599.79,utilities,Bharat Express,3,False,0,legitimate
1c998dbb,U318,AG-58049,AUTH-95267,2026-08-01T09:49:00,15000,45000.0,fuel|entertainment,entertainment,1912.77,1,841,2172.27,entertainment,Swift Traders,1,True,0,legitimate
85d83147,U231,AG-49418,AUTH-28920,2026-08-01T10:02:00,15000,45000.0,grocery|fuel|utilities,utilities,899.03,2,855,842.96,utilities,Aster Retail,1,True,0,legitimate
f2fe28fa,U200,AG-48058,AUTH-49315,2026-08-01T10:07:00,10000,30000.0,gift_cards|travel|entertainment,gift_cards,438.2,1,191,11045.99,gift_cards,Kavya Solutions,1,True,1,budget_abuse
e7a53199,U473,AG-36050,AUTH-98716,2026-08-01T10:31:00,15000,22500.0,grocery|fashion,grocery,521.41,1,363,507.98,grocery,Orion Ventures,1,True,0,legitimate
1a88f70b,U296,AG-82628,AUTH-80795,2026-08-01T10:47:00,2000,4000.0,pharmacy|entertainment|grocery|gift_cards,entertainment,544.76,2,301,527.28,pharmacy,Swift Express,3,True,0,legitimate
5b308070,U183,AG-54350,AUTH-98984,2026-08-01T10:54:00,10000,30000.0,fashion|electronics,fashion,732.2,2,642,775.14,electronics,Metro Bazaar,2,True,0,legitimate
0e50e8df,U456,AG-90017,AUTH-95467,2026-08-01T10:56:00,5000,10000.0,utilities|entertainment|travel|food_delivery,food_delivery,171.95,2,309,140.68,entertainment,Nimbus Bazaar,3,True,0,legitimate
7b070d13,U457,AG-98829,AUTH-33582,2026-08-01T11:18:00,10000,20000.0,food_delivery|travel|utilities,travel,1966.9,3,350,1986.42,travel,Vega Retail,3,True,0,legitimate
dd37e3d6,U226,AG-80931,AUTH-17897,2026-08-01T11:38:00,10000,30000.0,utilities|travel,utilities,1902.64,3,100,1418.01,utilities,Metro Stores,3,True,0,legitimate
838672dc,U303,AG-53449,AUTH-41139,2026-08-01T12:01:00,10000,30000.0,utilities|travel|pharmacy,pharmacy,1291.12,3,80,1832.04,pharmacy,Urban Express,3,False,0,legitimate
d770649b,U229,AG-28367,AUTH-76046,2026-08-01T12:24:00,15000,45000.0,gift_cards|pharmacy,gift_cards,387.11,1,326,436.46,pharmacy,Sapphire Stores,1,False,0,legitimate
5c192d4b,U155,AG-39817,AUTH-21846,2026-08-01T12:45:00,5000,7500.0,travel|fuel|utilities,utilities,298.58,2,474,251.44,travel,Nova Retail,1,True,0,legitimate
f697f293,U457,AG-98829,AUTH-33582,2026-08-01T12:55:00,10000,20000.0,food_delivery|travel|utilities,travel,1966.9,3,350,2050.59,travel,Vega Retail,4,True,0,legitimate
9b902050,U435,AG-36894,AUTH-14791,2026-08-01T13:05:00,2000,4000.0,electronics|gift_cards|fuel|fashion,fuel,654.1,1,500,613.01,fuel,Sapphire Solutions,1,True,0,legitimate
ade48274,U349,AG-35362,AUTH-51652,2026-08-01T13:11:00,2000,4000.0,food_delivery|travel|pharmacy|entertainment,entertainment,768.5,2,527,853.33,entertainment,Nimbus Retail,2,True,0,legitimate
6e9d7558,U232,AG-22119,AUTH-80206,2026-08-01T13:40:00,15000,22500.0,utilities|pharmacy|electronics|gift_cards,pharmacy,749.24,2,771,1065.18,pharmacy,Coral Ventures,2,True,0,legitimate
139a7110,U140,AG-51359,AUTH-25670,2026-08-01T13:50:00,5000,10000.0,pharmacy|fuel|entertainment|travel,entertainment,937.18,3,790,616.51,entertainment,Metro Ventures,3,True,0,legitimate
f7211e5f,U104,AG-51347,AUTH-62581,2026-08-01T13:52:00,5000,15000.0,food_delivery|electronics|gift_cards,food_delivery,1005.18,2,304,1130.02,gift_cards,Nova Retail,2,False,0,legitimate
ee31e727,U367,AG-36438,AUTH-96099,2026-08-01T14:18:00,2000,3000.0,gift_cards|fuel|food_delivery,food_delivery,174.54,2,853,259.75,food_delivery,Bharat Traders,2,True,0,legitimate
d29e5004,U409,AG-71759,AUTH-12981,2026-08-01T14:32:00,10000,15000.0,food_delivery|pharmacy|grocery|fashion,pharmacy,2191.57,2,369,1991.63,pharmacy,Metro Stores,1,True,0,legitimate
b14a8594,U581,AG-87664,AUTH-92090,2026-08-01T14:44:00,5000,7500.0,fuel|travel,fuel,1308.09,1,372,852.24,fuel,Vega Mart,1,True,0,legitimate
332736c3,U545,AG-57281,AUTH-98316,2026-08-01T15:07:00,15000,45000.0,grocery|utilities,grocery,181.27,3,736,112.95,grocery,Sapphire Enterprises,3,True,0,legitimate
45633c83,U243,AG-21232,AUTH-91083,2026-08-01T15:30:00,5000,7500.0,pharmacy|utilities|fuel,pharmacy,1323.13,2,332,1332.03,pharmacy,Kavya Express,1,True,0,legitimate
6f09dd29,U101,AG-54597,AUTH-46421,2026-08-01T15:51:00,2000,6000.0,fashion|utilities,fashion,441.99,2,189,360.94,fuel,Metro Mart,2,False,1,category_abuse
e0d853ec,U596,AG-40643,AUTH-44815,2026-08-01T16:17:00,10000,15000.0,grocery|entertainment|fuel|gift_cards,gift_cards,1248.74,2,690,1011.73,gift_cards,Vega Ventures,1,True,0,legitimate
77eecefe,U278,AG-81638,AUTH-42129,2026-08-01T16:31:00,2000,6000.0,grocery|fuel|gift_cards,fuel,516.47,2,184,922.87,utilities,Sapphire Stores,2,False,1,category_abuse
f0361c22,U475,AG-71018,AUTH-70106,2026-08-01T16:44:00,15000,30000.0,entertainment|gift_cards,gift_cards,2442.56,1,458,1780.25,gift_cards,Kavya Mart,1,False,0,legitimate
2fb31449,U165,AG-17936,AUTH-62184,2026-08-01T17:00:00,2000,4000.0,utilities|travel|grocery|fuel,grocery,291.23,2,312,351.15,grocery,Nova Bazaar,1,True,0,legitimate
2a608153,U186,AG-14947,AUTH-96760,2026-08-01T17:29:00,5000,7500.0,entertainment|gift_cards|fashion,entertainment,436.65,2,374,522.4,entertainment,Nimbus Stores,2,False,0,legitimate
1a0af879,U154,AG-12011,AUTH-28894,2026-08-01T17:43:00,15000,45000.0,utilities|electronics|entertainment,utilities,446.68,3,449,1295.63,utilities,Coral Express,3,False,1,behavioral_anomaly
a9ea53cb,U492,AG-64331,AUTH-32923,2026-08-01T17:52:00,15000,45000.0,electronics|food_delivery|pharmacy,electronics,862.59,3,599,887.32,electronics,Nova Traders,3,False,0,legitimate
c7083a3d,U572,AG-69210,AUTH-15477,2026-08-01T18:10:00,5000,10000.0,utilities|entertainment|food_delivery|pharmacy,entertainment,1598.33,1,31,2103.38,entertainment,Kavya Traders,1,True,0,legitimate
e04bf3ad,U429,AG-70933,AUTH-91980,2026-08-01T18:21:00,10000,20000.0,fuel|travel|pharmacy|food_delivery,food_delivery,1371.31,3,845,1629.84,food_delivery,Sapphire Express,3,False,0,legitimate
95fa8c6a,U513,AG-49965,AUTH-25003,2026-08-01T18:29:00,15000,22500.0,fuel|pharmacy|utilities,pharmacy,282.66,1,375,191.9,pharmacy,Orion Stores,2,False,0,legitimate
57a652d6,U393,AG-24076,AUTH-26492,2026-08-01T18:41:00,5000,10000.0,gift_cards|electronics,electronics,319.09,3,529,300.64,electronics,Nimbus Traders,3,True,0,legitimate
db607c4b,U131,AG-49139,AUTH-61116,2026-08-01T19:00:00,15000,30000.0,fashion|entertainment|utilities,fashion,636.06,2,885,564.62,entertainment,Kavya Enterprises,1,False,0,legitimate
abb7c282,U402,AG-14946,AUTH-70341,2026-08-01T19:08:00,10000,15000.0,gift_cards|pharmacy|fuel,gift_cards,1963.08,3,394,2683.78,gift_cards,Zenith Enterprises,3,True,0,legitimate
18e895e9,U528,AG-16525,AUTH-62564,2026-08-01T19:16:00,10000,15000.0,utilities|gift_cards|grocery,utilities,2319.31,3,662,2647.07,utilities,Orion Mart,3,False,0,legitimate
3a703428,U406,AG-62235,AUTH-75774,2026-08-01T19:27:00,5000,10000.0,utilities|electronics|fashion,electronics,302.71,3,474,256.13,utilities,Zenith Ventures,3,False,0,legitimate
6dc8bf75,U423,AG-53934,AUTH-84120,2026-08-01T19:54:00,15000,45000.0,food_delivery|fashion|utilities,utilities,2009.01,3,705,2952.94,utilities,Vega Traders,4,True,0,legitimate
b4a785bc,U207,AG-75308,AUTH-77466,2026-08-01T20:22:00,15000,22500.0,entertainment|gift_cards|electronics,entertainment,268.92,2,508,339.42,electronics,Vega Traders,2,False,0,legitimate
276bc867,U538,AG-84600,AUTH-26950,2026-08-01T20:38:00,2000,4000.0,pharmacy|food_delivery|fuel,pharmacy,168.77,2,246,225.06,pharmacy,Nimbus Enterprises,2,True,0,legitimate
a609a80b,U272,AG-20357,AUTH-77017,2026-08-01T20:52:00,5000,7500.0,utilities|fashion,fashion,1312.86,3,238,1249.79,fashion,Kavya Enterprises,2,True,0,legitimate
279d919f,U244,AG-10680,AUTH-50405,2026-08-01T21:15:00,5000,15000.0,food_delivery|travel,food_delivery,853.0,3,485,765.41,fashion,Metro Enterprises,3,False,1,category_abuse
5c955c48,U543,AG-96714,AUTH-70670,2026-08-01T21:41:00,2000,3000.0,food_delivery|fashion|utilities|gift_cards,food_delivery,452.03,3,213,457.35,utilities,Vega Solutions,3,True,0,legitimate
857d2608,U559,AG-16256,AUTH-95322,2026-08-01T21:46:00,5000,7500.0,fashion|travel,fashion,1689.62,2,157,2131.94,fashion,Metro Stores,2,True,0,legitimate
bc124e12,U152,AG-45018,AUTH-10336,2026-08-01T22:08:00,10000,20000.0,entertainment|gift_cards|pharmacy,pharmacy,489.91,1,319,712.99,gift_cards,Nova Bazaar,1,False,0,legitimate
13a31d99,U598,AG-95892,AUTH-11558,2026-08-01T22:24:00,5000,15000.0,travel|pharmacy|fashion,travel,1455.44,1,513,2157.32,travel,Trust Enterprises,1,True,0,legitimate
50544221,U596,AG-40643,AUTH-44815,2026-08-01T22:29:00,10000,15000.0,grocery|entertainment|fuel|gift_cards,gift_cards,1248.74,2,690,787.45,gift_cards,Metro Hub,2,True,0,legitimate
f7126c61,U434,AG-36489,AUTH-22137,2026-08-01T22:53:00,2000,4000.0,food_delivery|entertainment|gift_cards,entertainment,443.74,2,484,583.87,entertainment,Urban Stores,2,True,0,legitimate
506df1fe,U542,AG-48729,AUTH-84519,2026-08-01T23:20:00,5000,10000.0,fashion|food_delivery|travel|gift_cards,gift_cards,296.49,2,78,352.19,gift_cards,Kavya Express,1,True,0,legitimate
85d59540,U428,AG-21491,AUTH-73394,2026-08-01T23:42:00,5000,7500.0,travel|fuel|utilities|pharmacy,fuel,1437.28,3,771,6737.14,fuel,Orion Solutions,3,True,1,budget_abuse
1597e11e,U240,AG-20837,AUTH-75517,2026-08-02T00:05:00,5000,10000.0,food_delivery|grocery|pharmacy|gift_cards,gift_cards,847.76,2,895,801.61,grocery,Orion Express,2,False,0,legitimate
b0759460,U252,AG-21253,AUTH-25213,2026-08-02T00:24:00,2000,3000.0,gift_cards|fashion|pharmacy,fashion,393.18,2,881,488.48,fashion,Prime Express,2,True,0,legitimate
0e29ec63,U110,AG-87128,AUTH-38864,2026-08-02T00:37:00,5000,15000.0,utilities|fuel|entertainment,entertainment,985.25,1,37,1311.34,entertainment,Kavya Retail,1,True,0,legitimate
b95e2921,U528,AG-16525,AUTH-62564,2026-08-02T00:56:00,10000,15000.0,utilities|gift_cards|grocery,utilities,2319.31,3,662,1650.61,grocery,Urban Enterprises,3,False,0,legitimate
ca2ea266,U455,AG-72420,AUTH-49500,2026-08-02T01:02:00,15000,22500.0,entertainment|electronics|gift_cards|travel,gift_cards,277.67,2,517,245.15,gift_cards,Bharat Traders,1,True,0,legitimate
51eecd11,U434,AG-36489,AUTH-22137,2026-08-02T01:08:00,2000,4000.0,food_delivery|entertainment|gift_cards,entertainment,443.74,2,484,566.99,entertainment,Metro Mart,2,True,0,legitimate
dec44fdc,U187,AG-41348,AUTH-50562,2026-08-02T01:22:47,5000,15000.0,electronics|pharmacy|fashion,fashion,1576.53,1,858,668.71,fashion,Swift Solutions,5,True,1,velocity_abuse
5c135b9f,U187,AG-41348,AUTH-50562,2026-08-02T01:27:00,5000,15000.0,electronics|pharmacy|fashion,fashion,1576.53,1,858,668.71,fashion,Swift Solutions,5,True,1,velocity_abuse
b3b2ea30,U187,AG-41348,AUTH-50562,2026-08-02T01:27:20,5000,15000.0,electronics|pharmacy|fashion,fashion,1576.53,1,858,668.71,fashion,Swift Solutions,5,True,1,velocity_abuse
8c91729b,U187,AG-41348,AUTH-50562,2026-08-02T01:29:35,5000,15000.0,electronics|pharmacy|fashion,fashion,1576.53,1,858,668.71,fashion,Metro Retail,5,True,1,velocity_abuse
3a1849ac,U187,AG-41348,AUTH-50562,2026-08-02T01:31:50,5000,15000.0,electronics|pharmacy|fashion,fashion,1576.53,1,858,668.71,fashion,Prime Ventures,5,True,1,velocity_abuse
19f951ef,U566,AG-31707,AUTH-13251,2026-08-02T01:34:00,15000,30000.0,entertainment|electronics|fuel|grocery,grocery,1060.0,2,615,1292.29,grocery,Kavya Mart,2,True,0,legitimate
37bf9f78,U221,AG-60275,AUTH-40870,2026-08-02T01:36:00,5000,7500.0,utilities|pharmacy|fuel|grocery,grocery,1388.12,1,487,1873.08,grocery,Coral Retail,2,True,0,legitimate
5601c74e,U242,AG-17038,AUTH-22803,2026-08-02T01:41:00,5000,15000.0,utilities|food_delivery,food_delivery,450.53,1,477,493.27,food_delivery,Metro Express,1,True,0,legitimate
ea7fd0cd,U304,AG-68079,AUTH-52056,2026-08-02T01:56:00,15000,30000.0,grocery|fuel|travel,fuel,808.81,2,305,794.91,fuel,Urban Hub,1,True,0,legitimate
93a0cb3c,U424,AG-75225,AUTH-75358,2026-08-02T02:19:00,5000,7500.0,electronics|grocery,grocery,719.92,3,586,703.88,electronics,Zenith Hub,2,True,0,legitimate
9f17412d,U294,AG-95323,AUTH-39567,2026-08-02T02:21:07,15000,30000.0,utilities|electronics|pharmacy|gift_cards,gift_cards,975.39,2,196,330.43,gift_cards,Vega Enterprises,7,True,1,velocity_abuse
b098bec6,U294,AG-95323,AUTH-39567,2026-08-02T02:21:31,15000,30000.0,utilities|electronics|pharmacy|gift_cards,gift_cards,975.39,2,196,330.43,gift_cards,Vega Enterprises,7,True,1,velocity_abuse
cf8e91d7,U294,AG-95323,AUTH-39567,2026-08-02T02:22:07,15000,30000.0,utilities|electronics|pharmacy|gift_cards,gift_cards,975.39,2,196,330.43,gift_cards,Sapphire Ventures,7,True,1,velocity_abuse
87a5b6f2,U294,AG-95323,AUTH-39567,2026-08-02T02:22:29,15000,30000.0,utilities|electronics|pharmacy|gift_cards,gift_cards,975.39,2,196,330.43,gift_cards,Sapphire Ventures,7,True,1,velocity_abuse
dd647d63,U294,AG-95323,AUTH-39567,2026-08-02T02:24:40,15000,30000.0,utilities|electronics|pharmacy|gift_cards,gift_cards,975.39,2,196,330.43,gift_cards,Sapphire Ventures,7,True,1,velocity_abuse
62966f60,U294,AG-95323,AUTH-39567,2026-08-02T02:25:41,15000,30000.0,utilities|electronics|pharmacy|gift_cards,gift_cards,975.39,2,196,330.43,gift_cards,Vega Enterprises,7,True,1,velocity_abuse
c7735996,U294,AG-95323,AUTH-39567,2026-08-02T02:29:21,15000,30000.0,utilities|electronics|pharmacy|gift_cards,gift_cards,975.39,2,196,330.43,gift_cards,Vega Enterprises,7,True,1,velocity_abuse
05edaf7f,U150,AG-25915,AUTH-13783,2026-08-02T02:34:47,15000,30000.0,gift_cards|fashion,fashion,1613.19,2,675,789.36,fashion,Vega Mart,7,True,1,velocity_abuse
3e62188e,U150,AG-25915,AUTH-13783,2026-08-02T02:35:59,15000,30000.0,gift_cards|fashion,fashion,1613.19,2,675,789.36,fashion,Aster Ventures,7,True,1,velocity_abuse
17e05685,U411,AG-24141,AUTH-12500,2026-08-02T02:37:00,2000,4000.0,pharmacy|travel,pharmacy,452.22,1,329,2575.64,pharmacy,Nimbus Bazaar,1,True,1,budget_abuse
fa23da17,U150,AG-25915,AUTH-13783,2026-08-02T02:38:13,15000,30000.0,gift_cards|fashion,fashion,1613.19,2,675,789.36,fashion,Aster Ventures,7,True,1,velocity_abuse
60dd4547,U150,AG-25915,AUTH-13783,2026-08-02T02:41:21,15000,30000.0,gift_cards|fashion,fashion,1613.19,2,675,789.36,fashion,Vega Mart,7,True,1,velocity_abuse
de69d07c,U150,AG-25915,AUTH-13783,2026-08-02T02:42:01,15000,30000.0,gift_cards|fashion,fashion,1613.19,2,675,789.36,fashion,Kavya Traders,7,True,1,velocity_abuse
f5d6bdc5,U150,AG-25915,AUTH-13783,2026-08-02T02:42:24,15000,30000.0,gift_cards|fashion,fashion,1613.19,2,675,789.36,fashion,Kavya Traders,7,True,1,velocity_abuse
6792cd6c,U150,AG-25915,AUTH-13783,2026-08-02T02:42:45,15000,30000.0,gift_cards|fashion,fashion,1613.19,2,675,789.36,fashion,Kavya Traders,7,True,1,velocity_abuse
c60edf87,U192,AG-18870,AUTH-78951,2026-08-02T02:49:00,15000,45000.0,grocery|fashion|gift_cards|fuel,fashion,834.49,1,587,1093.08,fashion,Trust Traders,1,True,0,legitimate
cfdc1f53,U232,AG-22119,AUTH-80206,2026-08-02T02:50:00,15000,22500.0,utilities|pharmacy|electronics|gift_cards,pharmacy,749.24,2,771,545.75,pharmacy,Sapphire Bazaar,1,True,0,legitimate
2da63fcd,U127,AG-92544,AUTH-85454,2026-08-02T03:20:00,10000,15000.0,travel|gift_cards,travel,496.28,1,229,600.69,travel,Sapphire Stores,1,True,0,legitimate
4d809300,U508,AG-16927,AUTH-18942,2026-08-02T03:35:00,10000,30000.0,fuel|entertainment|utilities,entertainment,1351.82,1,540,1331.53,entertainment,Coral Retail,1,False,0,legitimate
39428cee,U256,AG-70012,AUTH-90918,2026-08-02T03:56:00,5000,10000.0,gift_cards|entertainment|food_delivery,entertainment,1390.8,2,206,1799.03,entertainment,Zenith Express,2,True,0,legitimate
a609f833,U583,AG-17181,AUTH-49514,2026-08-02T03:59:00,2000,3000.0,grocery|utilities,utilities,728.55,3,655,924.58,utilities,Bharat Ventures,2,True,0,legitimate
62e380cb,U513,AG-49965,AUTH-25003,2026-08-02T04:27:00,15000,22500.0,fuel|pharmacy|utilities,pharmacy,282.66,1,375,299.0,utilities,Coral Stores,1,True,0,legitimate
78670ff1,U554,AG-67554,AUTH-64493,2026-08-02T04:45:00,2000,3000.0,electronics|travel|entertainment,entertainment,473.95,1,817,547.25,entertainment,Orion Mart,1,False,0,legitimate
fecfda7c,U465,AG-54265,AUTH-15611,2026-08-02T04:59:00,5000,7500.0,gift_cards|grocery,gift_cards,1055.08,1,445,1577.13,gift_cards,Kavya Enterprises,1,False,0,legitimate
